,body,cites_papers
1727,New perspectives on Atlantic/Mediterranean exchange during the late MSC via    OA,[10418995]
1728,Feeding strategies in ammonoids  a Jurassic radula for  FossilFriday,[10442316]
1729,Allometry in Triassic conodonts - an important taxonomic consideration?  FossilFriday,[10442464]
1730,"Once only simulated, now observed  Equatorial plasma  bubbles merge in night sky   AGUpubs",[10445482]
1731,Equatorial plasma  bubbles drift and merge in night sky   AGUpubs,[10445482]
1732,"New online  Anomaluroid rodents from the earliest Oligocene of Dakhla, Morocco",[10447282]
1733,New online  New specimens of horned dinosaurs from the Abuja Formation of West Texas and a revision of Agujaceratops,[10470591]
1734,New online  New specimens of horned dinosaurs from the Abuja Formation of West Texas and a revision of Agujaceratops ht,[10470591]
1735,"New specimens of horned dinosaurs from the Aguja Formation of West Texas, and a revision of Agujaceratops",[10470591]
1736,"New specimens of horned dinosaurs from Aguja of W  Texas, and  a revision of Agujaceratops    - v",[10470591]
1737,"Evidence for herbivorous cave bears  Ursus spelaeus  in Goyet Cave, Belgium  fossils",[10476801]
1738,"Naito et al , JQS  Nitrogen-isotopic evidence that now-extinct prehistoric European cave bears were herbivorous",[10476801]
1739,"Evidence for herbivorous cave bears in Goyet Cave, Belgium  palaeodietary reconstruction using amino acid 15N",[10476801]
1740,The Cave Bear  A Vegan Gone Extinct - An inflexible diet led to the disappearance of this large mammal  JQS  QRA,[10476801]
1741,"BTW, out this week  Evidence for herbivorous cave bears  Ursus spelaeus  Goyet Cave cc    -",[10476801]
1742,"BTW, out this week  Evidence for herbivorous cave bears  Ursus spelaeus  Goyet Cave cc   ",[10476801]
1743,"Extinct cave bears may have been more herbivirous, akin to modern pandas, than once thought",[10476801]
1744,Extinction of cave bear due to the inflexibility in - herbivorous - feeding habits   Journal of Quaternary Science,[10476801]
1745,Extinction of cave bear due to the inflexibility in - herbivorous - feeding habits   Journal of Quaternary Science ,[10476801]
1746,"Giant tortoise, Aldabrachelys, and  its bearing on biogeography and  dispersal of terrestrial biota in W  Indian Ocean  ",[10498589]
1747,"The giant tortoise, Aldabrachelys, and its bearing on biogeography + dispersal of terr  biota in the W Indian Ocean",[10498589]
1748,Oceans are a major source of waves in the thermosphere,[10514261]
1749,New latitude-based nannofossil zonations for the CampanianMaastrichtian of the South Atlantic Ocean   NERCpapers,[10521147]
1750,New latitude-based nannofossil zonations for the CampanianMaastrichtian of the South Atlantic Ocean and their,[10521147]
1751,Scored a second citation on my Pterosaur paper thanks to Verrire et al's new Parareptilian completeness study,[10555431]
1752,Assessing the completeness of the fossil record  comparison of different methods applied to parareptiles,[10555431]
1753,"New paper by Wulf et al  on distal  tephra from  Ciomadul volcano, East Carpathians",[10555524]
1754,New  Vinn et al in press  Earliest symbiotic rugosans in cystoporate bryozoan Ceramopora  Late Ordovician  Estonia,[10560795]
1755,Changes to the tropical circulation in the mid-Pliocene and their implications for future climate  Changes to,[10663572]
1756,CPD  discussionpaper Changes to the tropical circulation in the mid-Pliocene and implications for future climate,[10663572]
1757,CP Changes to the tropical circulation in the mid-Pliocene and their implications for future climate,[10663572]
1758,New paper  Changes to the tropical circulation in the mid-Pliocene and their implications for future climate,[10663572]
1759,Changes to the tropical circulation in the mid-Pliocene and their implications for future climate,[10663572]
1760,Oceanography OS  Effects of surface currentwind interaction in an eddy-rich general ocean circulation simulation,[10677240]
1761,OS Effects of surface currentwind interaction in an eddy-rich general ocean circulation simulation of the Baltic,[10677240]
1762,"The response of clouds and aerosols to cosmic ray decreases, yes it is peer reviewed and published",[10701797]
1763,The response of clouds and aerosols to cosmic ray decreases -   climate  climatechange,[10701797]
1764,The response of clouds and aerosols to cosmic ray decreases,[10701797]
1765,climatechange J  Svensmark gets his paper on Cloud formation accepted by full peer review,[10701797]
1766,The response of clouds and aerosols to cosmic ray decreases - Svensmark - 2016 - Journal of Geophysical Research,[10701797]
1767,"New paper finds there is a ""real influence"" of clouds and aerosols to cosmic ray decreases",[10701797]
1768,J  Svensmark gets his paper on Cloud formation accepted by peer review,[10701797]
1769,J  Svensmark gets paper on Cloud Formation accepted by peers,[10701797]
1770,J  Svensmark gets paper on Cloud formation accepted by full peers,[10701797]
1771,Paper on Cloud Formation Accepted by Full Peer Review,[10701797]
1772,Paper on Cloud Formation Accepted by Full Peer Review h,[10701797]
1773,Any thoughts on Svensmark paper?,[10701797]
1774,J  Svensmark gets his paper on Cloud formation accepted by full peer review,[10701797]
1775,The response of clouds and aerosols to cosmic ray decreases - Svensmark - 2016 - J Geophys Res  Space Phys - Wiley,[10701797]
1776,""" Strong Forbush Decreases  cause a reduction in cloud fraction of about 2%    """,[10701797]
1777,can you please provide a link to your code/materials to reproduce your analysis in your new JGR paper?,[10701797]
1778,please publish the code of your work  openscience,[10701797]
1779,Cosmic Rays have a demonstrable effect on Earth's clouds and weather,[10701797]
1780,New Research Suggests Cosmic Rays are More Responsible for Cloud Formation and Activity th,[10701797]
1781,New Research Suggests Cosmic Rays are More Responsible for Cloud Formation and Activity than Solar Rays Which Seem,[10701797]
1782,Science New Research Suggests Cosmic Rays are More Responsible for Cloud Formation and Activity than Solar Rays W,[10701797]
1783,"What did you make of ? MODIS plot  fig 12  is interesting, but I don't know *exactly* what it shows yet",[10701797]
1784,"Palaeomagnetism and  stratigraphy of U  Berriasian hemipelagic succession in Barlya section W  Balkan, Bulgaria  ",[10722141]
1785,TrilobiteTuesday becomes Trilobite Queues-day with a fascinating new  Palaeontology study,[10744778]
1786,Ancient animal migration  a case study of  Devonian  trilobites from  Poland  Via,[10744778]
1787,Mass migrations of  trilobites?,[10744778]
1788,Did eyeless  trilobites once migrate in queues across Devonian ocean floor?,[10744778]
1789,"Also new  Baejowski et al 2016  Ancient animal migration  a case study of eyeless, dimorphic Devonian trilobites",[10744778]
1790,Note that  's Dr  Carlton Brett is co-author on that Baejowski et al 2016 trilobite conga-line paper,[10744778]
1791,"Ancient animal migration  a case study of eyeless, dimorphic Devonian trilobites from Poland",[10744778]
1792,Fossil queues form evidence of migrating trilobites?,[10744778]
1793,TrilobiteTuesday becomes Trilobite Queues-day with a fascinating new  Palaeontology study  ,[10744778]
1794,"trilobite s in single file - to hide their numbers, presumably   starwars  Abs",[10744778]
1795,Marching to their death     were blind Devonian trilobites killed in migratory queues?,[10744778]
1796,Ancient animal migration  a case study of  Devonian  trilobites from  Poland  Via   ,[10744778]
1797,How do palaeontologists reliably recognize predation in the fossil record    Palaeontology,[10744812]
1798,Interesting anecdote or testable hypothesis? Holes and cracks in the  fossil record,[10744812]
1799,Uncovering the holes and cracks  from anecdote to testable hypotheses in predation studies,[10744812]
1800,"CH4-derived authigenic CO3 in L  Doushantuo, S  China and  seawater SO3 conc and  global C cycle in E  Ediacaran ocean  ",[10744904]
1801,Entering the world of open peer review  Interested in how the European Slope Current works? Check it out  openaccess,[10745250]
1802,OS Large-scale forcing of the European Slope Current and associated inflows to the North Sea,[10745250]
1803,Oceanography OS  Large-scale forcing of the European Slope Current and associated inflows to the North Sea,[10745250]
1804,Large-scale forcing of the European Slope Current and associated inflows to the North Sea  NERCpapers,[10745250]
1805,Entering the world of open peer review  Interested in how the European Slope Current works? Check it out,[10745250]
1806,Oceanography OS  Effects of lateral processes on the seasonal water stratification of the Gulf of Finland  3-D NE,[10747027]
1807,OS Effects of lateral processes on the seasonal water stratification of the Gulf of Finland  3-D NEMO-based model,[10747027]
1808,"New paper finds cooling trends in upper atmosphere ""significantly higher"" than models predict",[10760472]
1809,OS Impact of vertical and horizontal advection on nutrient distribution in the southeast Pacific,[10818802]
1810,Oceanography OS  Impact of vertical and horizontal advection on nutrient distribution in the southeast Pacific,[10818802]
1811,Correlation Analysis for Pre-seismic Total Electron Content Anomalies around the 2011 Tohoku-Oki Earthquake -2016,[10819371]
1812,Correlation analysis for preseismic total electron content anomalies around the 2011 Tohoku-Oki earthquake,[10819371]
1813,OS Parameterization of the light absorption properties of chromophoric dissolved organic matter in the Baltic Sea,[10840520]
1814,Oceanography OS  Parameterization of the light absorption properties of chromophoric dissolved organic matter in ,[10840520]
1815,Miniature notosuchian with multicuspid teeth from Cretaceous of Morocco    - v,[10841867]
1816,"Palaeobatrachus eurydices, sp  nov , last W  European palaeobatrachid    - v",[10841868]
1817,Glaciotectonic deformations in the Jammerbugt and glaciodynamic development in the ea,[10842787]
1818,Open Access UCL Research  Survey of pickup ion signatures in the vicinity of Titan using CAPS/IMS,[10860547]
1819,CP Summer precipitation reconstructed quantitatively using a Mid Holocene 13C common millet record from Guanzhon,[10883657]
1820,Summer precipitation reconstructed quantitatively using a Mid Holocene 13C common millet record from Guanzho,[10883657]
1821,"CPD  discussionpaper Summer precipitation reconstructed using a Mid Holocene 13C common millet record, China",[10883657]
1822,New paper  Summer precipitation reconstructed quantitatively using a Mid Holocene 13C common millet record f,[10883657]
1823,Summer precipitation reconstructed quantitatively using a Mid Holocene 13C common millet record from Guanzhong,[10883657]
1824,New paper finds Summer precipition in China was up to 36% higher than present during Holocene Climate Optimum,[10883657]
1825,"Dorcatherium Mammalia, Ruminantia, M  Miocene  petrosal bone and the tragulid ear region    - v",[10884618]
1826,romarch and  envhist waited 2 long  isotopic archives of paleoenvironments from roman aqueduct sinter / CaCO3,[10898919]
1827,New in PPP  Zaky et al in press  Rare earth elements of shallow-water articulated brachiopods  a bathymetric sensor,[10898976]
1828,Oceanography OS  Characteristics of Global Oceanic Rossby Wave and Mesoscale Eddies Propagation from Multiple Dat,[10909181]
1829,OS Characteristics of Global Oceanic Rossby Wave and Mesoscale Eddies Propagation from Multiple Datasets Analysis,[10909181]
1830,Psittacosaurus tail bristles could be homologous to feather-like structures! This would change A LOT of things! ,[10910302]
1831,Psittacosaurus tail bristles might be homologous with structures present in some extant birds,[10910302]
1832,Important paper  Supports a hunch I've had for a long while,[10910302]
1833,Paywalled though,[10910302]
1834,Structure and homology of Psittacosaurus tail bristles - Mayr - 2016 - Palaeontology - Wiley Online Library,[10910302]
